game_date,offposs,points,fg_two_m,fg_two_a,fg_two_pct,fg_three_m,fg_three_a,fg_three_pct,ftpoints,tspct,home_id,team_id,assists,rebounds,defrebounds,offrebounds
2010-12-14,91,91,28,63,0.44,8,26,0.31,11,0.46,3,8,21,48,24,24
2010-12-27,95,85,34,57,0.60,4,19,0.21,5,0.52,21,8,21,39,28,11
2010-12-28,86,84,31,59,0.53,2,10,0.20,16,0.53,23,8,20,46,34,12
2010-12-31,100,105,36,81,0.44,4,15,0.27,21,0.49,9,8,20,54,35,19
2011-01-04,94,91,30,63,0.48,5,15,0.33,16,0.54,25,8,22,37,28,9
2011-01-05,92,120,41,70,0.59,9,18,0.50,11,0.64,28,8,35,40,28,12
2011-01-07,90,102,34,63,0.54,6,16,0.38,16,0.57,1,8,25,32,20,12
2011-01-15,91,95,36,75,0.48,4,10,0.40,11,0.52,15,8,26,40,31,9
2011-01-17,84,81,31,61,0.51,2,13,0.15,13,0.50,19,8,22,45,32,13
2011-01-19,95,95,33,74,0.45,3,8,0.38,20,0.51,10,8,20,43,31,12
2011-01-21,90,72,25,67,0.37,4,15,0.27,10,0.40,6,8,15,46,32,14
2011-01-22,91,103,33,73,0.45,5,8,0.63,22,0.57,24,8,20,38,27,11
2011-01-29,102,87,31,87,0.36,3,14,0.21,16,0.39,20,8,21,59,36,23
2011-01-31,101,93,37,86,0.43,1,6,0.17,16,0.46,5,8,16,43,28,15
2011-02-02,84,87,33,73,0.45,1,5,0.20,18,0.49,30,8,22,40,28,12
2011-02-08,89,74,31,76,0.41,0,10,0.00,12,0.40,18,8,19,48,33,15
2011-02-22,96,101,37,69,0.54,2,9,0.22,21,0.55,3,8,25,43,34,9
2011-03-04,96,103,39,75,0.52,2,10,0.20,19,0.54,22,8,26,40,32,8
2011-03-05,119,136,37,91,0.41,10,20,0.50,32,0.54,22,8,27,57,39,18
2011-03-16,90,93,36,69,0.52,3,9,0.33,12,0.55,4,8,21,41,31,10
2011-03-20,92,95,29,67,0.43,6,14,0.43,19,0.51,29,8,20,48,37,11
2011-03-21,105,90,29,69,0.42,6,18,0.33,14,0.47,26,8,20,44,33,11
2011-03-23,98,106,44,85,0.52,3,12,0.25,9,0.52,13,8,25,51,36,15
2011-03-25,99,100,32,68,0.47,6,13,0.46,18,0.54,2,8,26,37,26,11
2011-03-26,94,90,29,70,0.41,4,15,0.27,20,0.45,12,8,19,46,29,17
2011-04-02,89,106,38,74,0.51,3,7,0.43,21,0.58,25,8,20,35,24,11
2011-04-05,98,118,42,85,0.49,3,7,0.43,25,0.55,7,8,11,51,29,22
2011-04-08,91,93,29,59,0.49,5,14,0.36,20,0.57,14,8,22,44,34,10
2011-04-11,94,86,27,69,0.39,3,12,0.25,23,0.45,18,8,16,53,33,20
2016-11-02,96,113,33,52,0.63,10,25,0.40,17,0.63,15,8,21,35,28,7
2016-11-09,95,112,32,57,0.56,11,26,0.42,15,0.60,29,8,25,40,29,11
2016-11-11,95,113,37,68,0.54,6,22,0.27,21,0.57,3,8,18,46,37,9
2016-11-15,99,117,33,67,0.49,13,29,0.45,12,0.56,28,8,24,43,30,13
2016-11-18,111,113,35,71,0.49,8,23,0.35,19,0.52,26,8,23,45,38,7
2016-11-20,92,99,25,61,0.41,9,24,0.38,22,0.52,11,8,16,52,34,18
2016-11-21,100,115,32,61,0.52,8,19,0.42,27,0.61,12,8,19,35,31,4
2016-11-23,97,115,31,65,0.48,12,23,0.52,17,0.58,9,8,28,42,26,16
2016-11-25,89,105,24,50,0.48,14,32,0.44,15,0.58,18,8,18,46,34,12
2016-12-09,96,101,25,62,0.40,9,20,0.45,24,0.54,1,8,12,53,44,9
2016-12-14,95,123,31,58,0.53,10,29,0.34,31,0.60,14,8,21,45,27,18
2016-12-18,95,109,36,60,0.60,7,27,0.26,16,0.57,6,8,20,50,38,12
2016-12-23,93,104,35,60,0.58,8,21,0.38,10,0.59,17,8,12,37,31,6
2016-12-26,98,95,20,61,0.33,12,34,0.35,19,0.45,16,8,17,59,38,21
2016-12-28,99,111,27,68,0.40,13,35,0.37,18,0.50,2,8,24,46,26,20
2016-12-29,97,91,23,48,0.48,7,27,0.26,24,0.52,13,8,10,45,35,10
2017-01-01,97,123,32,58,0.55,10,17,0.59,29,0.69,27,8,18,48,40,8
2017-01-03,93,82,27,65,0.42,4,18,0.22,16,0.44,10,8,8,43,29,14
2017-01-07,107,118,29,54,0.54,8,31,0.26,36,0.57,25,8,20,45,38,7
2017-01-17,97,119,38,73,0.52,10,19,0.53,13,0.60,22,8,18,47,35,12
2017-01-18,96,89,28,62,0.45,6,24,0.25,15,0.46,14,8,17,46,33,13
2017-01-20,91,78,22,56,0.39,7,30,0.23,13,0.42,3,8,10,39,26,13
2017-01-25,89,99,29,58,0.50,10,34,0.29,11,0.50,21,8,16,52,35,17
2017-02-01,90,104,33,47,0.70,8,31,0.26,14,0.59,1,8,17,47,35,12
2017-02-03,92,94,24,59,0.41,10,28,0.36,16,0.48,6,8,15,48,32,16
2017-02-05,99,103,35,68,0.51,5,19,0.26,18,0.53,22,8,21,47,37,10
2017-02-08,90,109,31,51,0.61,11,28,0.39,14,0.61,20,8,19,40,29,11
2017-02-14,93,94,30,57,0.53,5,20,0.25,19,0.53,25,8,15,39,26,13
2017-02-27,89,92,26,52,0.50,7,26,0.27,19,0.52,7,8,12,42,30,12
2017-03-03,98,114,30,56,0.54,11,25,0.44,21,0.60,15,8,16,52,41,11
2017-03-04,91,94,28,54,0.52,7,21,0.33,17,0.56,18,8,20,42,36,6
2017-03-08,89,94,28,55,0.51,8,21,0.38,14,0.55,19,8,21,44,35,9
2017-03-10,100,99,33,67,0.49,4,25,0.16,21,0.48,30,8,19,46,30,16
2017-03-11,91,89,31,73,0.42,2,15,0.13,21,0.45,24,8,7,52,32,20
2017-03-17,92,87,21,51,0.41,9,27,0.33,18,0.49,4,8,19,54,45,9
2017-03-23,95,101,29,56,0.52,6,23,0.26,25,0.54,24,8,10,60,43,17
2017-03-25,87,94,30,60,0.50,9,21,0.43,7,0.55,23,8,22,50,36,14
2017-04-04,93,90,29,53,0.55,5,23,0.22,17,0.53,5,8,11,42,36,6
2017-04-05,94,105,31,57,0.54,10,30,0.33,13,0.57,4,8,29,39,30,9
2017-04-09,92,110,30,46,0.65,10,31,0.32,20,0.63,7,8,20,44,37,7
2017-04-12,91,98,32,60,0.53,8,26,0.31,10,0.52,28,8,20,52,40,12
2018-10-20,100,117,29,59,0.49,10,29,0.34,29,0.56,15,8,21,61,42,19
2018-10-29,107,109,30,58,0.52,9,45,0.20,22,0.47,18,8,25,54,37,17
2018-11-02,98,107,29,48,0.60,12,33,0.36,13,0.59,13,8,29,43,36,7
2018-11-04,103,121,39,63,0.62,10,35,0.29,13,0.59,27,8,32,51,38,13
2018-11-05,99,124,36,53,0.68,13,33,0.39,13,0.68,17,8,21,43,36,7
2018-11-07,103,114,30,53,0.57,11,36,0.31,21,0.56,11,8,17,56,41,15
2018-11-16,108,116,34,68,0.50,8,29,0.28,24,0.53,1,8,20,48,34,14
2018-11-17,106,122,34,54,0.63,14,35,0.40,12,0.64,25,8,31,57,47,10
2018-11-20,95,93,30,53,0.57,9,34,0.26,6,0.52,6,8,23,48,38,10
2018-11-21,101,124,37,61,0.61,11,29,0.38,17,0.61,30,8,33,63,44,19
2018-11-27,93,122,24,36,0.67,18,33,0.55,20,0.74,21,8,25,34,29,5
2018-12-01,93,106,32,54,0.59,7,26,0.27,21,0.59,28,8,15,47,38,9
2018-12-07,106,105,24,54,0.44,11,35,0.31,24,0.52,22,8,25,49,39,10
2018-12-11,98,123,36,67,0.54,14,29,0.48,9,0.60,12,8,34,46,35,11
2018-12-12,100,113,35,63,0.56,9,28,0.32,16,0.57,2,8,27,51,39,12
2018-12-14,97,122,25,47,0.53,18,31,0.58,18,0.69,16,8,20,38,31,7
2018-12-16,89,86,28,53,0.53,7,35,0.20,9,0.46,26,8,13,56,40,16
2018-12-22,109,101,27,55,0.49,10,40,0.25,17,0.48,14,8,17,44,36,8
2018-12-26,93,106,24,49,0.49,13,30,0.43,19,0.60,24,8,19,49,36,13
2018-12-28,98,87,16,61,0.26,12,34,0.35,19,0.41,6,8,18,50,32,18
2019-01-03,99,107,33,57,0.58,6,30,0.20,23,0.54,10,8,21,40,30,10
2019-01-05,101,123,28,51,0.55,14,31,0.45,25,0.63,18,8,28,39,34,5
2019-01-13,123,140,36,68,0.53,13,36,0.36,29,0.58,15,8,24,63,44,19
2019-01-16,96,108,34,63,0.54,7,29,0.24,19,0.54,1,8,20,47,31,16
2019-01-23,93,106,26,53,0.49,12,39,0.31,18,0.52,5,8,28,53,37,16
2019-01-25,101,119,30,55,0.55,14,36,0.39,17,0.61,9,8,27,52,35,17
2019-01-27,98,123,20,49,0.41,17,34,0.50,32,0.61,23,8,24,47,37,10
2019-02-05,99,119,30,58,0.52,11,31,0.35,26,0.57,14,8,27,49,31,18
2019-02-07,98,119,27,47,0.57,13,40,0.33,26,0.58,30,8,29,54,42,12
2019-02-09,99,104,19,51,0.37,14,35,0.40,24,0.52,7,8,27,50,38,12
2019-03-03,101,107,23,57,0.40,14,39,0.36,19,0.50,4,8,22,53,33,20
2019-03-08,111,127,40,62,0.65,13,37,0.35,8,0.62,19,8,31,54,47,7
2019-03-10,100,125,21,34,0.62,21,40,0.53,20,0.72,24,8,32,47,40,7
2019-03-11,103,101,29,45,0.64,11,39,0.28,10,0.55,28,8,20,43,37,6
2019-03-17,92,107,21,46,0.46,18,36,0.50,11,0.61,4,8,25,40,32,8
2019-03-20,110,123,31,51,0.61,14,36,0.39,19,0.63,29,8,30,54,47,7
2019-03-28,100,117,20,42,0.48,20,47,0.43,17,0.59,7,8,32,48,41,7
2019-03-30,99,124,28,51,0.55,18,38,0.47,14,0.65,25,8,35,51,42,9
2019-04-03,101,115,29,67,0.43,15,38,0.39,12,0.51,22,8,29,55,38,17
2019-04-05,95,111,34,54,0.63,9,26,0.35,16,0.62,3,8,27,48,41,7
2019-04-09,103,120,30,51,0.59,16,37,0.43,12,0.63,20,8,24,59,48,11
2015-10-30,106,113,25,56,0.45,11,26,0.42,30,0.57,1,8,23,55,45,10
2015-11-03,98,102,32,65,0.49,5,17,0.29,23,0.54,23,8,18,53,40,13
2015-11-04,96,103,28,65,0.43,5,14,0.36,32,0.53,29,8,12,50,34,16
2015-11-06,87,87,25,63,0.40,5,23,0.22,22,0.44,6,8,13,53,33,20
2015-11-08,90,76,25,52,0.48,3,19,0.16,17,0.47,24,8,17,42,33,9
2015-11-11,94,119,38,71,0.54,5,18,0.28,28,0.57,14,8,22,57,39,18
2015-11-15,98,101,23,56,0.41,15,31,0.48,10,0.54,11,8,18,41,30,11
2015-11-17,102,110,31,61,0.51,6,18,0.33,30,0.55,2,8,18,46,32,14
2015-11-18,90,89,29,60,0.48,5,20,0.25,16,0.51,17,8,14,41,29,12
2015-11-20,91,102,19,45,0.42,15,33,0.45,19,0.57,27,8,21,43,31,12
2015-11-22,92,91,25,61,0.41,4,17,0.24,29,0.48,12,8,15,49,33,16
2015-11-28,93,84,20,48,0.42,11,24,0.46,11,0.53,15,8,17,49,43,6
2015-12-02,93,96,30,54,0.56,6,25,0.24,18,0.53,30,8,12,55,44,11
2015-12-14,94,90,19,51,0.37,10,28,0.36,22,0.49,5,8,10,48,32,16
2015-12-17,102,99,26,58,0.45,9,39,0.23,20,0.45,3,8,18,56,41,15
2015-12-18,89,108,33,59,0.56,8,21,0.38,18,0.59,24,8,18,42,33,9
2015-12-26,88,111,29,52,0.56,13,29,0.45,14,0.62,18,8,31,47,36,11
2015-12-28,95,97,32,68,0.47,6,20,0.30,15,0.49,25,8,23,49,37,12
2016-01-04,88,100,28,54,0.52,8,19,0.42,20,0.58,28,8,24,30,20,10
2016-01-06,93,91,31,58,0.53,4,22,0.18,17,0.51,22,8,16,53,41,12
2016-01-08,98,97,29,61,0.48,5,14,0.36,24,0.55,15,8,11,55,43,12
2016-01-09,91,108,36,58,0.62,5,17,0.29,21,0.62,14,8,19,43,33,10
2016-01-14,103,106,29,66,0.44,8,24,0.33,24,0.50,6,8,20,54,40,14
2016-02-01,97,93,21,53,0.40,8,25,0.32,27,0.47,26,8,13,40,30,10
2016-02-02,91,104,26,47,0.55,9,27,0.33,25,0.58,13,8,15,40,31,9
2016-02-04,96,110,28,66,0.42,12,19,0.63,18,0.57,16,8,23,50,35,15
2016-02-08,91,103,28,50,0.56,11,20,0.55,14,0.66,4,8,22,36,34,2
2016-02-10,93,112,29,55,0.53,10,31,0.32,24,0.55,20,8,19,42,29,13
2016-02-19,97,106,33,70,0.47,5,18,0.28,25,0.51,25,8,22,49,35,14
2016-02-22,89,122,35,62,0.56,11,25,0.44,19,0.63,7,8,26,51,37,14
2016-02-28,83,101,29,59,0.49,10,21,0.48,13,0.58,4,8,21,33,24,9
2016-03-15,86,107,25,53,0.47,14,30,0.47,15,0.59,18,8,27,50,36,14
2016-03-17,103,101,25,66,0.38,7,22,0.32,30,0.48,5,8,11,63,45,18
2016-03-23,90,79,25,67,0.37,6,22,0.27,11,0.40,1,8,13,58,39,19
2016-03-25,96,109,26,63,0.41,13,31,0.42,18,0.52,9,8,23,53,33,20
2016-03-26,92,115,27,44,0.61,12,29,0.41,25,0.67,19,8,24,50,43,7
2016-04-01,91,99,18,43,0.42,12,28,0.43,27,0.58,21,8,16,42,30,12
2016-04-02,90,95,34,62,0.55,6,18,0.33,9,0.56,10,8,18,34,28,6
2016-04-07,93,87,24,63,0.38,8,21,0.38,15,0.47,30,8,16,51,38,13
2016-04-10,83,93,30,58,0.52,7,20,0.35,12,0.53,7,8,19,43,33,10
2016-04-13,94,103,28,56,0.50,13,37,0.35,8,0.52,22,8,24,61,44,17
2017-10-23,98,97,24,43,0.56,10,37,0.27,19,0.53,10,8,17,39,32,7
2017-10-25,101,112,35,60,0.58,8,34,0.24,18,0.55,2,8,30,47,28,19
2017-10-27,101,101,33,64,0.52,7,29,0.24,14,0.50,27,8,27,47,34,13
2017-10-30,93,99,31,63,0.49,8,24,0.33,13,0.53,16,8,17,54,40,14
2017-11-01,99,111,31,54,0.57,11,31,0.35,16,0.58,26,8,20,40,31,9
2017-11-03,95,109,27,41,0.66,11,30,0.37,22,0.66,17,8,20,40,35,5
2017-11-12,90,94,22,45,0.49,10,24,0.42,20,0.59,1,8,18,40,33,7
2017-11-14,100,129,27,48,0.56,14,30,0.47,33,0.65,9,8,28,37,31,6
2017-11-15,99,125,29,42,0.69,16,34,0.47,19,0.74,19,8,27,39,32,7
2017-11-22,94,100,23,49,0.47,14,38,0.37,12,0.52,7,8,21,47,31,16
2017-11-24,100,104,31,51,0.61,9,30,0.30,15,0.58,5,8,17,45,36,9
2017-11-25,92,112,33,52,0.63,13,32,0.41,7,0.64,30,8,31,49,37,12
2017-12-08,94,116,24,47,0.51,13,31,0.42,29,0.62,21,8,21,37,27,10
2017-12-10,94,102,28,50,0.56,11,37,0.30,13,0.54,11,8,22,47,34,13
2017-12-11,99,91,25,51,0.49,7,29,0.24,20,0.50,12,8,18,49,44,5
2017-12-13,98,115,31,66,0.47,9,26,0.35,26,0.54,13,8,16,53,38,15
2017-12-20,101,129,33,58,0.57,16,33,0.48,15,0.66,3,8,35,45,33,12
2017-12-21,98,114,23,50,0.46,12,35,0.34,32,0.56,14,8,18,50,26,24
2017-12-26,96,93,21,58,0.36,9,31,0.29,24,0.45,23,8,16,54,38,16
2017-12-27,98,107,25,47,0.53,11,38,0.29,24,0.56,29,8,24,37,29,8
2018-01-03,103,124,30,54,0.56,15,38,0.39,19,0.63,25,8,23,51,42,9
2018-01-05,95,129,38,53,0.72,10,33,0.30,23,0.66,18,8,25,44,31,13
2018-01-08,113,114,33,67,0.49,10,34,0.29,18,0.52,22,8,19,58,47,11
2018-01-15,109,111,29,63,0.46,9,32,0.28,26,0.51,14,8,20,48,34,14
2018-01-20,95,109,27,50,0.54,12,33,0.36,19,0.59,20,8,23,39,28,11
2018-01-24,104,108,25,53,0.47,14,36,0.39,16,0.53,30,8,25,59,44,15
2018-02-01,98,119,32,54,0.59,12,29,0.41,19,0.64,15,8,20,35,25,10
2018-02-11,97,123,31,50,0.62,18,37,0.49,7,0.68,3,8,35,46,39,7
2018-02-14,100,122,34,54,0.63,14,38,0.37,12,0.62,25,8,38,51,45,6
2018-02-28,95,117,33,53,0.62,12,30,0.40,15,0.63,6,8,33,44,35,9
2018-03-02,89,102,26,45,0.58,10,33,0.30,20,0.55,15,8,19,38,27,11
2018-03-07,101,121,33,61,0.54,12,40,0.30,19,0.56,4,8,33,50,37,13
2018-03-11,101,132,31,58,0.53,16,35,0.46,22,0.63,7,8,32,56,40,16
2018-03-13,94,116,33,60,0.55,11,31,0.35,17,0.59,22,8,27,56,40,16
2018-03-15,94,106,23,47,0.49,12,32,0.38,24,0.58,5,8,20,61,41,20
2018-03-20,94,93,21,41,0.51,14,36,0.39,9,0.55,6,8,19,49,40,9
2018-03-21,94,129,32,54,0.59,15,34,0.44,20,0.65,28,8,32,35,24,11
2018-03-31,95,99,29,45,0.64,8,35,0.23,17,0.55,1,8,23,49,39,10
2018-04-03,97,106,31,60,0.52,11,34,0.32,11,0.54,28,8,28,51,38,13
2018-04-09,90,108,34,48,0.71,12,39,0.31,4,0.61,4,8,27,50,41,9
2018-04-11,103,109,33,62,0.53,9,30,0.30,16,0.53,24,8,24,52,41,11
2012-11-01,92,86,30,60,0.50,5,19,0.26,11,0.49,10,10,27,44,37,7
2012-11-03,93,110,35,61,0.57,7,13,0.54,19,0.65,10,10,29,38,29,9
2012-11-05,89,101,33,69,0.48,8,18,0.44,11,0.54,10,10,25,47,34,13
2012-11-15,93,100,30,58,0.52,8,29,0.28,16,0.52,10,10,21,53,39,14
2012-11-17,98,126,31,61,0.51,16,27,0.59,16,0.64,10,10,33,43,29,14
2012-11-19,93,87,23,62,0.37,6,20,0.30,23,0.45,10,10,16,45,30,15
2012-12-01,104,99,30,60,0.50,7,29,0.24,18,0.50,10,10,21,54,39,15
2012-12-05,100,110,34,64,0.53,6,21,0.29,24,0.56,10,10,27,56,42,14
2012-12-07,105,114,42,67,0.63,6,20,0.30,12,0.61,10,10,33,53,47,6
2012-12-15,90,103,26,56,0.46,12,25,0.48,15,0.57,10,10,28,42,29,13
2012-12-21,94,99,35,58,0.60,4,18,0.22,17,0.58,10,10,29,40,35,5
2012-12-23,101,129,27,54,0.50,20,30,0.67,15,0.69,10,10,33,43,34,9
2012-12-26,88,100,26,52,0.50,8,19,0.42,24,0.58,10,10,25,47,36,11
2012-12-28,103,122,32,54,0.59,12,23,0.52,22,0.69,10,10,21,35,31,4
2012-12-31,88,104,37,59,0.63,6,14,0.43,12,0.65,10,10,25,41,35,6
2013-01-05,102,109,33,60,0.55,8,25,0.32,19,0.57,10,10,24,52,44,8
2013-01-09,100,108,29,59,0.49,12,25,0.48,14,0.58,10,10,25,50,41,9
2013-01-13,94,106,37,59,0.63,8,21,0.38,8,0.62,10,10,31,47,39,8
2013-01-16,86,103,35,58,0.60,9,18,0.50,6,0.65,10,10,33,37,31,6
2013-01-18,91,95,31,58,0.53,5,22,0.23,18,0.54,10,10,19,48,40,8
2013-01-23,92,106,35,55,0.64,8,25,0.32,12,0.59,10,10,29,41,35,6
2013-01-26,94,108,34,59,0.58,7,24,0.29,19,0.58,10,10,20,38,31,7
2013-01-30,93,102,29,53,0.55,9,16,0.56,17,0.64,10,10,28,40,32,8
2013-02-02,98,96,33,58,0.57,5,20,0.25,15,0.56,10,10,25,48,44,4
2013-02-27,102,101,29,64,0.45,6,17,0.35,25,0.52,10,10,24,50,37,13
2013-03-01,104,130,42,64,0.66,9,20,0.45,19,0.68,10,10,41,49,40,9
2013-03-03,97,114,36,69,0.52,9,20,0.45,15,0.59,10,10,35,54,44,10
2013-03-06,88,101,32,60,0.53,8,14,0.57,13,0.62,10,10,22,49,42,7
2013-03-08,95,106,38,65,0.58,6,19,0.32,12,0.58,10,10,22,32,24,8
2013-03-11,91,105,35,61,0.57,8,21,0.38,11,0.60,10,10,25,37,28,9
2013-03-14,92,92,32,71,0.45,5,13,0.38,13,0.51,10,10,31,54,39,15
2013-03-16,97,119,39,61,0.64,6,17,0.35,23,0.65,10,10,32,48,36,12
2013-03-20,92,104,33,59,0.56,8,26,0.31,14,0.57,10,10,27,42,30,12
2013-03-22,103,104,31,64,0.48,8,20,0.40,18,0.55,10,10,23,50,40,10
2013-03-27,94,100,25,61,0.41,10,15,0.67,20,0.56,10,10,20,42,29,13
2013-03-29,85,104,33,59,0.56,6,15,0.40,20,0.63,10,10,29,35,28,7
2013-03-31,85,86,28,55,0.51,7,24,0.29,9,0.50,10,10,26,51,36,15
2013-04-03,99,98,30,61,0.49,10,29,0.34,8,0.51,10,10,26,58,45,13
2013-04-06,97,99,33,65,0.51,3,15,0.20,24,0.53,10,10,24,51,40,11
2013-04-12,99,108,36,60,0.60,6,17,0.35,18,0.62,10,10,28,45,39,6
2013-04-17,99,95,26,61,0.43,7,18,0.39,22,0.53,10,10,20,47,41,6
2011-12-26,93,95,25,55,0.45,10,33,0.30,15,0.48,10,10,23,43,26,17
2011-12-28,90,115,35,61,0.57,10,19,0.53,15,0.66,10,10,27,49,38,11
2011-12-31,96,104,26,58,0.45,10,16,0.63,22,0.59,10,10,26,55,44,11
2012-01-04,93,101,27,61,0.44,10,17,0.59,17,0.57,10,10,23,49,40,9
2012-01-05,91,93,18,53,0.34,16,33,0.48,9,0.49,10,10,22,51,39,12
2012-01-07,97,121,40,69,0.58,9,20,0.45,14,0.62,10,10,27,41,25,16
2012-01-11,95,101,37,76,0.49,5,16,0.31,12,0.51,10,10,23,51,35,16
2012-01-13,97,99,32,57,0.56,6,17,0.35,17,0.58,10,10,23,53,40,13
2012-01-15,98,102,35,62,0.56,5,19,0.26,17,0.55,10,10,27,51,43,8
2012-01-20,90,86,26,57,0.46,5,25,0.20,19,0.46,10,10,19,48,34,14
2012-01-25,94,105,31,59,0.53,11,23,0.48,10,0.60,10,10,29,50,38,12
2012-02-01,94,99,28,58,0.48,7,18,0.39,22,0.54,10,10,15,41,32,9
2012-02-02,84,93,30,55,0.55,4,19,0.21,21,0.54,10,10,16,44,32,12
2012-02-04,95,107,25,65,0.38,12,23,0.52,21,0.54,10,10,21,54,38,16
2012-02-29,95,89,29,66,0.44,8,20,0.40,7,0.48,10,10,20,44,34,10
2012-03-02,95,102,29,62,0.47,10,20,0.50,14,0.55,10,10,20,58,42,16
2012-03-04,94,94,22,45,0.49,10,27,0.37,20,0.55,10,10,22,44,38,6
2012-03-07,98,118,39,66,0.59,7,19,0.37,19,0.62,10,10,21,56,41,15
2012-03-09,91,108,26,48,0.54,12,30,0.40,20,0.58,10,10,22,38,28,10
2012-03-12,92,112,39,65,0.60,8,22,0.36,10,0.58,10,10,30,50,36,14
2012-03-14,91,122,30,57,0.53,13,26,0.50,23,0.64,10,10,27,47,36,11
2012-03-21,100,116,38,76,0.50,7,19,0.37,19,0.55,10,10,29,60,39,21
2012-03-23,92,104,34,63,0.54,9,25,0.36,9,0.55,10,10,28,55,42,13
2012-03-25,99,93,30,53,0.57,7,28,0.25,12,0.52,10,10,21,50,41,9
2012-03-31,92,112,29,57,0.51,9,19,0.47,27,0.61,10,10,22,42,32,10
2012-04-06,96,128,42,66,0.64,9,18,0.50,17,0.68,10,10,31,43,32,11
2012-04-08,97,114,29,47,0.62,6,22,0.27,38,0.64,10,10,19,46,39,7
2012-04-11,89,84,20,57,0.35,13,24,0.54,5,0.49,10,10,26,37,34,3
2012-04-12,97,107,30,56,0.54,7,20,0.35,26,0.59,10,10,19,46,35,11
2012-04-14,98,105,31,58,0.53,9,18,0.50,16,0.62,10,10,24,51,40,11
2012-04-20,89,121,37,62,0.60,10,15,0.67,17,0.72,10,10,27,44,33,11
2012-04-22,98,114,34,57,0.60,8,20,0.40,22,0.63,10,10,23,48,42,6
2012-04-23,98,124,36,59,0.61,12,22,0.55,16,0.68,10,10,34,51,42,9
2014-10-28,84,101,23,42,0.55,14,28,0.50,13,0.66,10,10,23,40,29,11
2014-11-05,97,94,26,52,0.50,5,17,0.29,27,0.55,10,10,25,51,40,11
2014-11-08,94,99,31,62,0.50,5,18,0.28,22,0.53,10,10,15,57,38,19
2014-11-17,100,100,26,55,0.47,10,26,0.38,18,0.56,10,10,27,61,51,10
2014-11-22,91,99,33,58,0.57,8,21,0.38,9,0.60,10,10,29,49,42,7
2014-11-26,95,106,36,59,0.61,5,15,0.33,19,0.60,10,10,21,48,40,8
2014-11-28,95,112,30,58,0.52,12,24,0.50,16,0.61,10,10,29,35,30,5
2014-12-06,96,123,40,64,0.63,7,18,0.39,22,0.68,10,10,30,49,40,9
2014-12-10,87,109,27,54,0.50,10,19,0.53,25,0.62,10,10,22,37,27,10
2014-12-12,103,110,30,59,0.51,12,31,0.39,14,0.55,10,10,23,51,36,15
2014-12-17,111,116,26,70,0.37,17,35,0.49,13,0.50,10,10,31,63,41,22
2014-12-19,118,119,37,89,0.42,8,20,0.40,21,0.49,10,10,24,62,43,19
2014-12-22,94,125,36,54,0.67,13,23,0.57,14,0.73,10,10,37,35,32,3
2014-12-25,95,106,35,58,0.60,7,23,0.30,15,0.60,10,10,33,40,29,11
2014-12-28,99,110,28,53,0.53,11,30,0.37,21,0.58,10,10,22,42,30,12
2014-12-31,102,95,33,65,0.51,6,24,0.25,11,0.48,10,10,24,53,43,10
2015-01-03,84,101,39,62,0.63,4,16,0.25,11,0.59,10,10,27,45,31,14
2015-01-06,95,104,27,58,0.47,9,21,0.43,23,0.55,10,10,24,47,30,17
2015-01-09,100,100,27,66,0.41,11,23,0.48,13,0.51,10,10,28,46,34,12
2015-01-16,95,110,31,65,0.48,11,29,0.38,15,0.54,10,10,34,54,35,19
2015-01-18,90,89,23,63,0.37,8,17,0.47,19,0.49,10,10,23,53,41,12
2015-01-23,93,99,29,60,0.48,7,24,0.29,20,0.52,10,10,19,57,43,14
2015-01-25,94,101,30,61,0.49,5,22,0.23,26,0.52,10,10,22,46,29,17
2015-01-28,94,95,25,54,0.46,10,29,0.34,15,0.52,10,10,23,52,40,12
2015-01-31,96,85,18,45,0.40,10,30,0.33,19,0.48,10,10,18,42,34,8
2015-02-04,95,110,30,52,0.58,14,32,0.44,8,0.61,10,10,32,43,36,7
2015-02-06,89,98,29,54,0.54,11,29,0.38,7,0.56,10,10,31,46,31,15
2015-03-04,98,112,35,62,0.56,10,23,0.43,12,0.60,10,10,23,48,38,10
2015-03-06,98,120,34,55,0.62,9,24,0.38,25,0.64,10,10,24,39,35,4
2015-03-08,100,116,35,68,0.51,9,22,0.41,19,0.57,10,10,14,39,29,10
2015-03-10,95,117,30,67,0.45,11,18,0.61,24,0.59,10,10,24,52,36,16
2015-03-12,102,125,41,61,0.67,8,26,0.31,19,0.63,10,10,28,44,34,10
2015-03-15,95,123,37,62,0.60,12,22,0.55,13,0.70,10,10,38,44,37,7
2015-03-20,97,101,33,58,0.57,5,23,0.22,20,0.55,10,10,31,47,39,8
2015-03-25,97,130,38,67,0.57,13,21,0.62,15,0.67,10,10,28,54,43,11
2015-03-27,91,94,28,58,0.48,9,26,0.35,11,0.52,10,10,28,53,38,15
2015-03-29,91,103,38,66,0.58,4,17,0.24,15,0.57,10,10,25,51,41,10
2015-04-03,94,123,33,51,0.65,14,34,0.41,15,0.66,10,10,33,48,34,14
2015-04-05,95,107,37,62,0.60,7,21,0.33,12,0.60,10,10,27,48,41,7
2015-04-08,96,110,41,74,0.55,7,21,0.33,7,0.56,10,10,21,48,35,13
2015-04-12,93,107,27,50,0.54,8,19,0.42,29,0.63,10,10,22,46,39,7
2013-10-30,94,101,29,56,0.52,11,20,0.55,10,0.61,10,10,25,45,41,4
